Student/File,CircularLine.hpp,ThrowTheBall.hpp,AzimuthMonitoring.hpp,Inchworm.hpp,StreetParking.hpp,EggCartons.hpp,PartySeats.hpp,DownloadingFiles.hpp,InchWorm.hpp,inchworm.hpp,DownloadingFile.hpp,ChangingString.hpp,getAzimuth.hpp
s086,,"week1-19/s086/ThrowTheBall.hpp:24:5: and week1-19/s086/ThrowTheBall.hpp:34:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s086/ThrowTheBall.hpp:30:5: and week1-19/s086/ThrowTheBall.hpp:40:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s086/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s086/ThrowTheBall.hpp:13:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s086/Inchworm.hpp:24:7: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s086/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s086/Inchworm.hpp:11:3: Rule11 Violated: Variable declared in loop.
week1-19/s086/Inchworm.hpp:22:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s086/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s081,,"week1-19/s081/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s081/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s081/AzimuthMonitoring.hpp:24:3: Rule11 Violated: Variable declared in loop.
","week1-19/s081/Inchworm.hpp:1:7: Rule9 Violated: Code that is never executed.
","week1-19/s081/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s081/StreetParking.hpp:9:3: Rule11 Violated: Variable declared in loop.
week1-19/s081/StreetParking.hpp:11:3: Rule11 Violated: Variable declared in loop.
week1-19/s081/StreetParking.hpp:29:3: Rule11 Violated: Variable declared in loop.
","week1-19/s081/EggCartons.hpp:1:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s075,,"week1-19/s075/ThrowTheBall.hpp:21:21: and week1-19/s075/ThrowTheBall.hpp:24:21 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s075/ThrowTheBall.hpp:30:21: and week1-19/s075/ThrowTheBall.hpp:33:21 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s075/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s075/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s075/Inchworm.hpp:12:5: Rule11 Violated: Variable declared in loop.
","week1-19/s075/StreetParking.hpp:26:21: Rule9 Violated: Code that is never executed.
week1-19/s075/StreetParking.hpp:38:21: Rule9 Violated: Code that is never executed.
week1-19/s075/StreetParking.hpp:42:21: Rule9 Violated: Code that is never executed.
week1-19/s075/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s075/StreetParking.hpp:12:7: Rule11 Violated: Variable declared in loop.
","week1-19/s075/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s075/DownloadingFiles.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s075/DownloadingFiles.hpp:17:13: Rule11 Violated: Variable declared in loop.
",,,,,
s088,,,,,,,"week1-19/s088/PartySeats.hpp:9:7: Rule9 Violated: Code that is never executed.
",,,,,,
s043,,"week1-19/s043/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s043/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s043/StreetParking.hpp:14:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s043/StreetParking.hpp:17:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s043/StreetParking.hpp:21:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s043/StreetParking.hpp:24:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s043/StreetParking.hpp:24:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s043/StreetParking.hpp:27:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s043/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s043/StreetParking.hpp:29:3: Rule11 Violated: Variable declared in loop.
","week1-19/s043/EggCartons.hpp:10:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s043/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s043/EggCartons.hpp:8:4: Rule11 Violated: Variable declared in loop.
",,"week1-19/s043/DownloadingFiles.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s043/DownloadingFiles.hpp:12:3: Rule11 Violated: Variable declared in loop.
week1-19/s043/DownloadingFiles.hpp:14:4: Rule11 Violated: Variable declared in loop.
",,,,,
s044,,,,"week1-19/s044/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s044/StreetParking.hpp:49:11: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s044/StreetParking.hpp:26:11: Rule9 Violated: Code that is never executed.
week1-19/s044/StreetParking.hpp:35:11: Rule9 Violated: Code that is never executed.
week1-19/s044/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s044/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s136,,"week1-19/s136/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s136/ThrowTheBall.hpp:9:7: Rule11 Violated: Variable declared in loop.
","week1-19/s136/AzimuthMonitoring.hpp:10:7: Rule9 Violated: Code that is never executed.
week1-19/s136/AzimuthMonitoring.hpp:14:9: Rule11 Violated: Variable declared in loop.
week1-19/s136/AzimuthMonitoring.hpp:24:17: Rule11 Violated: Variable declared in loop.
week1-19/s136/AzimuthMonitoring.hpp:31:17: Rule11 Violated: Variable declared in loop.
","week1-19/s136/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s136/Inchworm.hpp:10:7: Rule11 Violated: Variable declared in loop.
","week1-19/s136/StreetParking.hpp:13:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:15:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:15:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:17:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:17:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:19:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:19:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:21:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:21:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:23:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:23:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:25:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s136/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s136/StreetParking.hpp:10:9: Rule11 Violated: Variable declared in loop.
","week1-19/s136/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s109,,"week1-19/s109/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s109/ThrowTheBall.hpp:9:9: Rule11 Violated: Variable declared in loop.
","week1-19/s109/AzimuthMonitoring.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s109/AzimuthMonitoring.hpp:14:3: Rule11 Violated: Variable declared in loop.
","week1-19/s109/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s109/Inchworm.hpp:8:9: Rule11 Violated: Variable declared in loop.
","week1-19/s109/StreetParking.hpp:15:17: and week1-19/s109/StreetParking.hpp:18:17 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s109/StreetParking.hpp:15:17: and week1-19/s109/StreetParking.hpp:18:17 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s109/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s109/StreetParking.hpp:10:9: Rule11 Violated: Variable declared in loop.
week1-19/s109/StreetParking.hpp:21:9: Rule11 Violated: Variable declared in loop.
","week1-19/s109/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s131,,"week1-19/s131/ThrowTheBall.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s131/ThrowTheBall.hpp:16:3: Rule11 Violated: Variable declared in loop.
week1-19/s131/ThrowTheBall.hpp:22:3: Rule11 Violated: Variable declared in loop.
","week1-19/s131/AzimuthMonitoring.hpp:10:7: Rule9 Violated: Code that is never executed.
week1-19/s131/AzimuthMonitoring.hpp:19:3: Rule11 Violated: Variable declared in loop.
","week1-19/s131/Inchworm.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s131/Inchworm.hpp:14:4: Rule11 Violated: Variable declared in loop.
","week1-19/s131/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s131/StreetParking.hpp:14:3: Rule11 Violated: Variable declared in loop.
","week1-19/s131/EggCartons.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s131/EggCartons.hpp:24:4: Rule11 Violated: Variable declared in loop.
week1-19/s131/EggCartons.hpp:27:5: Rule11 Violated: Variable declared in loop.
",,,,,,,
s107,,"week1-19/s107/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s107/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
","week1-19/s107/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s107/Inchworm.hpp:13:6: Rule11 Violated: Variable declared in loop.
","week1-19/s107/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s107/StreetParking.hpp:15:5: Rule11 Violated: Variable declared in loop.
week1-19/s107/StreetParking.hpp:20:5: Rule11 Violated: Variable declared in loop.
","week1-19/s107/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s138,,"week1-19/s138/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s138/ThrowTheBall.hpp:11:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s138/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s138/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s138/PartySeats.hpp:35:47: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s138/PartySeats.hpp:58:3: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s138/PartySeats.hpp:80:3: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s138/PartySeats.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s138/DownloadingFiles.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,
s100,,"week1-19/s100/ThrowTheBall.hpp:34:5: and week1-19/s100/ThrowTheBall.hpp:46:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s100/ThrowTheBall.hpp:33:5: and week1-19/s100/ThrowTheBall.hpp:45:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s100/ThrowTheBall.hpp:29:5: and week1-19/s100/ThrowTheBall.hpp:41:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s100/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s100/ThrowTheBall.hpp:17:3: Rule11 Violated: Variable declared in loop.
","week1-19/s100/AzimuthMonitoring.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s100/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s100/Inchworm.hpp:12:3: Rule11 Violated: Variable declared in loop.
week1-19/s100/Inchworm.hpp:25:3: Rule11 Violated: Variable declared in loop.
","week1-19/s100/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s100/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s101,"week1-19/s101/CircularLine.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s101/CircularLine.hpp:14:3: Rule11 Violated: Variable declared in loop.
week1-19/s101/CircularLine.hpp:23:3: Rule11 Violated: Variable declared in loop.
week1-19/s101/CircularLine.hpp:24:4: Rule11 Violated: Variable declared in loop.
week1-19/s101/CircularLine.hpp:28:5: Rule11 Violated: Variable declared in loop.
week1-19/s101/CircularLine.hpp:31:5: Rule11 Violated: Variable declared in loop.
","week1-19/s101/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s101/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s101/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s101/StreetParking.hpp:14:3: Rule11 Violated: Variable declared in loop.
","week1-19/s101/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s101/EggCartons.hpp:13:4: Rule11 Violated: Variable declared in loop.
week1-19/s101/EggCartons.hpp:14:5: Rule11 Violated: Variable declared in loop.
","week1-19/s101/PartySeats.hpp:50:15: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s101/PartySeats.hpp:54:15: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s101/PartySeats.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s101/PartySeats.hpp:21:3: Rule11 Violated: Variable declared in loop.
week1-19/s101/PartySeats.hpp:42:3: Rule11 Violated: Variable declared in loop.
week1-19/s101/PartySeats.hpp:43:3: Rule12 Violated: Consider refactoring the loop to remove the initial 'if' condition.
",,,,,,
s106,,,,,,,,"week1-19/s106/DownloadingFiles.hpp:11:7: Rule9 Violated: Code that is never executed.
week1-19/s106/DownloadingFiles.hpp:22:3: Rule11 Violated: Variable declared in loop.
week1-19/s106/DownloadingFiles.hpp:49:5: Rule11 Violated: Variable declared in loop.
week1-19/s106/DownloadingFiles.hpp:65:5: Rule11 Violated: Variable declared in loop.
",,,,,
s139,,"week1-19/s139/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s139/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s139/AzimuthMonitoring.hpp:13:3: Rule11 Violated: Variable declared in loop.
","week1-19/s139/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s139/Inchworm.hpp:11:3: Rule11 Violated: Variable declared in loop.
","week1-19/s139/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s139/StreetParking.hpp:23:5: Rule11 Violated: Variable declared in loop.
week1-19/s139/StreetParking.hpp:30:4: Rule11 Violated: Variable declared in loop.
week1-19/s139/StreetParking.hpp:31:4: Rule12 Violated: Consider refactoring the loop to remove the initial 'if' condition.
","week1-19/s139/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s130,"week1-19/s130/CircularLine.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s130/CircularLine.hpp:15:9: Rule11 Violated: Variable declared in loop.
week1-19/s130/CircularLine.hpp:21:9: Rule11 Violated: Variable declared in loop.
week1-19/s130/CircularLine.hpp:25:13: Rule11 Violated: Variable declared in loop.
week1-19/s130/CircularLine.hpp:53:9: Rule11 Violated: Variable declared in loop.
",,"week1-19/s130/AzimuthMonitoring.hpp:24:21: Rule9 Violated: Code that is never executed.
week1-19/s130/AzimuthMonitoring.hpp:35:21: Rule9 Violated: Code that is never executed.
week1-19/s130/AzimuthMonitoring.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s130/AzimuthMonitoring.hpp:11:9: Rule11 Violated: Variable declared in loop.
",,,"week1-19/s130/EggCartons.hpp:24:13: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s130/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s130/EggCartons.hpp:16:9: Rule11 Violated: Variable declared in loop.
","week1-19/s130/PartySeats.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s130/PartySeats.hpp:24:9: Rule11 Violated: Variable declared in loop.
week1-19/s130/PartySeats.hpp:48:9: Rule11 Violated: Variable declared in loop.
week1-19/s130/PartySeats.hpp:54:9: Rule11 Violated: Variable declared in loop.
","week1-19/s130/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s130/DownloadingFiles.hpp:19:9: Rule11 Violated: Variable declared in loop.
week1-19/s130/DownloadingFiles.hpp:30:9: Rule11 Violated: Variable declared in loop.
",,,,,
